source_id,ra,dec,pmra,pmdec,epoch
2346610185952885504,00:34:06.81,-25:55:26.54,,,2015.5
418056620352215424,00:34:33.39,+54:28:42.04,-5.086089084263437,-0.5555530945171306,2015.5
2857545615813275136,00:34:59.90,+27:36:19.03,12.825692719144966,-2.273313770556553,2015.5
389180322567909888,00:35:35.70,+46:23:52.32,-5.299630556916578,-5.6517722411567615,2015.5
5004369930498534656,00:35:49.50,-35:53:34.77,25.564071374185595,-5.719345856064991,2015.5
4685456381004962048,00:36:17.73,-74:56:19.52,7.544816317405661,4.361609929733026,2015.5
2802676377815198080,00:36:35.82,+21:51:25.78,,,2015.5
2805913271327662976,00:36:40.29,+23:08:31.36,-13.707833358843867,-32.236051522879215,2015.5
2779579654309276416,00:37:03.99,+14:12:09.77,-12.221021924979079,-13.939180635206611,2015.5
2350094778818982016,00:37:19.29,-21:57:14.47,-3.070659965153687,-12.448108348819966,2015.5
4689202687705164288,00:37:19.67,-72:14:13.22,-0.5846893029540338,-1.8280160640989862,2015.5
5007427539192267392,00:38:21.97,-31:44:21.99,,,2015.5
2806802123399581056,00:38:27.05,+25:09:25.04,20.436784045051393,-9.423127370270919,2015.5
4708438991518618880,00:38:31.05,-64:03:13.73,-8.926156153383863,-10.132236006548538,2015.5
564802669169339648,00:38:37.56,+79:21:37.24,7.773680934480596,-3.9057270759996694,2015.5
427229437850544512,00:38:54.83,+61:13:00.18,14.758399824238232,10.505447430623107,2015.5
2543387617312121216,00:39:41.08,+00:54:27.47,15.810139656508397,-14.350256197222647,2015.5
387626880139401728,00:40:15.03,+43:05:49.01,,,2015.5
2809168096329043712,00:41:51.51,+26:37:20.76,16.90482195887457,-19.052614333076363,2015.5
390466540716933632,00:42:02.40,+48:13:08.45,,,2015.5
2557191783935736448,00:42:13.06,+07:31:37.79,24.350546417231698,-4.128593681799949,2015.5
4920350474584208384,00:42:14.31,-56:09:20.06,34.01638283123819,-6.555032213909799,2015.5
4685845328994002816,00:42:56.95,-73:22:51.22,-0.6200159456268791,-3.767670367916376,2015.5
4906793702372589184,00:43:04.90,-59:11:23.43,-18.64193257500954,-3.3974502610252784,2015.5
367378209577213056,00:43:05.60,+37:03:32.26,-19.204453018009026,0.9527322681694709,2015.5
369259164733600128,00:43:19.90,+41:17:59.75,1.0441888506217931,2.488941254890507,2015.5
369256519035654016,00:43:20.06,+41:13:48.18,,,2015.5
2530961280492678528,00:43:35.16,-00:37:29.71,28.01668008426958,9.088912571618666,2015.5
4685847257417226240,00:43:50.68,-73:25:14.35,,,2015.5
361977133583686784,00:44:56.99,+32:50:12.50,,,2015.5
2802955963006146176,00:45:00.31,+22:27:07.30,15.1278443476872,1.8184750921819257,2015.5
2783143141430757248,00:45:18.34,+18:53:49.33,,,2015.5
414816050347695872,00:45:27.56,+50:32:15.08,10.600198442097527,-6.660533602128254,2015.5
369217653876813184,00:46:25.67,+41:07:14.11,,,2015.5
416882410654631680,00:47:35.29,+52:16:35.79,-4.603307855484403,1.0812669314622205,2015.5
423864240769750784,00:49:01.51,+56:52:43.22,2.777182750037577,-23.493033894567677,2015.5
415135114878720640,00:49:51.84,+51:26:40.93,0.3771299852791135,-0.8318634711407568,2015.5
361304743568406016,00:50:20.60,+33:19:17.66,,,2015.5
2537078211570591232,00:50:50.87,+00:09:12.50,,,2015.5
416683025389521152,00:50:51.49,+52:11:06.45,,,2015.5
2529769551622483712,00:50:58.62,-02:09:14.03,,,2015.5
4705548405512989568,00:51:19.17,-65:57:17.05,-12.096887371447618,-23.040798367374762,2015.5
2789776971822560768,00:51:52.88,+20:40:17.32,2.0996111326226963,-7.119798813685029,2015.5
360893388779827456,00:52:17.24,+31:59:38.50,,,2015.5
417250162933131648,00:52:18.00,+53:51:50.05,-3.1643719137619133,-6.366577437379553,2015.5
374313340514443776,00:53:47.33,+40:55:48.52,-3.650127639271663,0.08561127913133,2015.5
4629970347042422656,00:53:56.44,-82:18:02.10,-1.4921672596886155,-8.204086736419645,2015.5
4932973490841113216,00:54:21.57,-47:51:46.73,2.0161834055520687,1.9866163297398243,2015.5
310969174262902912,00:58:24.58,+28:33:04.15,-1.349809968494727,-4.836233325291533,2015.5
538864154783463680,00:59:00.39,+75:00:04.18,15.140841138988561,0.8843709161088993,2015.5
2537393874486893440,01:00:44.71,+01:00:18.48,0.11154563867318504,-0.8898037512645438,2015.5
538957063517128832,01:01:39.24,+75:08:37.55,10.010908821775903,-14.876908917951784,2015.5
538224758709423232,01:01:47.10,+73:00:46.34,15.551129455214243,-2.836634116851595,2015.5
4690886284819417600,01:02:53.83,-70:50:25.97,9.897295977500455,-7.696139357254749,2015.5
314586808036884224,01:03:28.92,+33:18:20.11,,,2015.5
2531434796342255232,01:04:11.63,-03:13:42.28,,,2015.5
2583211864046005504,01:05:22.22,+11:02:52.06,31.244063876861908,-32.472955791511936,2015.5
2785438676896241024,01:05:50.11,+19:03:17.13,7.158903644472928,8.63964841323783,2015.5
2474826057933726976,01:05:58.35,-08:54:37.58,10.487085093211865,-10.137487214291841,2015.5
4684584914957602560,01:06:03.29,-74:47:15.83,0.6846762456080198,-1.03162975507273,2015.5
376113107904573824,01:07:03.88,+42:43:12.01,5.893085652313625,-8.242893129835645,2015.5
404813419409976960,01:09:25.86,+52:10:21.37,,,2015.5
5033623021471044224,01:09:46.22,-27:45:24.26,14.848022689231954,-9.282664902563159,2015.5
401703515191891968,01:09:52.87,+47:57:11.11,7.267476545939932,1.6733871875614073,2015.5
2539642959880875136,01:10:11.29,+03:32:34.68,,,2015.5
426306363477869696,01:10:13.18,+60:04:35.27,26.325450543924518,-14.293336209361058,2015.5
522422062197397504,01:11:00.79,+60:33:38.38,-0.9178218534839092,-3.3635200694431466,2015.5
4981753942684295552,01:11:13.55,-44:41:33.89,6.681762332345866,-0.5308289235421048,2015.5
321009394756982784,01:11:57.61,+35:17:24.32,5.9242422376254,0.4334796763739712,2015.5
2469038469243560832,01:12:17.78,-11:28:40.94,,,2015.5
532560109162859904,01:12:39.16,+68:11:47.87,-0.9394966170630826,-1.8867356777213677,2015.5
2790681457575194240,01:13:06.73,+21:52:50.24,,,2015.5
2591618420714375552,01:14:25.30,+15:38:36.87,,,2015.5
2353513233484224256,01:14:44.58,-20:32:11.58,,,2015.5
294125858715647360,01:15:16.55,+24:55:30.20,5.550757407993767,-4.905301046333732,2015.5
321856332242222336,01:15:32.19,+37:37:35.54,26.887474708763655,-1.281479991994109,2015.5
370019472729399680,01:15:39.73,+38:17:51.19,0.8601296220614488,-0.9894412349623092,2015.5
313734372992172800,01:16:12.52,+32:38:39.39,-10.692370853585148,-6.793524849223265,2015.5
2579604533898735104,01:16:13.77,+09:22:15.96,4.898694637027915,-7.473876033082217,2015.5
2355217815809560192,01:17:04.17,-17:56:22.38,-5.065328072782748,2.0841432797771087,2015.5
316746931773522304,01:20:59.61,+32:55:44.72,18.44783691079823,-19.473559817294458,2015.5
2590522856161414656,01:21:56.25,+14:37:37.15,-0.4413870939215499,-0.3182843438145921,2015.5
4929599428958427008,01:23:03.36,-49:20:07.28,15.115164694343092,0.8378596648355239,2015.5
5013389297396539392,01:23:10.83,-35:54:13.09,,,2015.5
4917109183024827264,01:24:26.09,-51:38:55.36,5.900709352268086,-8.736579392182357,2015.5
316447594027782912,01:25:39.37,+32:23:08.33,9.21076929502702,-36.50473671753781,2015.5
5040578669467781120,01:26:08.84,-23:46:36.57,1.1926668373709268,1.3764292647416165,2015.5
323282875565022208,01:27:50.60,+38:08:11.83,9.587967324082877,-5.533480295596979,2015.5
4909517162610311040,01:27:54.57,-58:17:17.50,4.350662961928561,0.6302891870342636,2015.5
407433688760414464,01:28:36.51,+53:28:29.34,-2.9219470156799305,-4.413954167370901,2015.5
2585586186391694592,01:28:42.13,+11:30:50.45,-6.08032980469112,-6.8538856215886215,2015.5
5041907811522399488,01:28:52.59,-23:39:44.51,40.116532793641206,-35.10069345768558,2015.5
2451290706598667904,01:28:57.45,-16:44:43.97,0.15411938332161704,-3.5328450023967415,2015.5
315797744000875904,01:29:16.48,+32:18:58.84,-4.850856596742924,-15.799392548613124,2015.5
323321873867827968,01:29:40.06,+38:42:10.54,-2.691332458530767,6.331590394732286,2015.5
406913417899036160,01:29:53.76,+51:52:31.09,,,2015.5
4692382544045138304,01:30:30.41,-68:03:16.80,21.94711167811625,18.2487893081792,2015.5
510854753206972800,01:30:31.90,+62:21:32.36,4.33224704234148,1.2623107055145786,2015.5
413100709127644800,01:31:02.41,+57:54:13.49,5.48317500998817,16.852572822167325,2015.5
319016667370280064,01:31:26.03,+36:02:40.17,-23.381537068932474,24.03754434969064,2015.5
2477023401857408640,01:31:32.38,-09:01:22.41,-13.314001132673132,-5.501393451236425,2015.5
2458630217297014016,01:32:02.78,-10:43:57.72,7.486073512393461,7.336905285005809,2015.5
4710794244209330176,01:32:42.01,-65:54:32.15,-4.7920618559776536,3.9702440156284178,2015.5
291897934625501312,01:32:53.25,+24:14:50.87,0.7907000497452199,-11.511837837065432,2015.5
322882344094901888,01:33:08.75,+38:32:17.30,4.650014661223132,-15.5858802583395,2015.5
303312548948736384,01:34:31.52,+30:21:11.37,1.2541636732555304,0.8268112687809777,2015.5
407096314785421824,01:34:38.24,+52:06:15.86,-6.9051783176825285,-2.842214223267288,2015.5
315868494997271424,01:36:37.01,+32:00:40.06,7.255637569451239,2.376512043045178,2015.5
5139948819534189824,01:36:45.82,-19:39:48.97,1.608519519869596,12.34583436578773,2015.5
2465053942183130240,01:37:01.04,-09:12:35.63,-28.516972959277,-58.46587094137445,2015.5
303093922229116160,01:37:37.22,+30:02:48.64,-0.49780448837380376,-1.2875875316865895,2015.5
405668972598752000,01:37:58.93,+49:51:05.50,18.887071599208568,4.091504842877844,2015.5
508956308940459136,01:38:40.60,+58:08:11.04,11.927107875767353,-2.4704019755072864,2015.5
303768060296004864,01:39:15.73,+31:24:14.67,-10.759357072293984,-2.052563283990118,2015.5
2465486913541861376,01:40:40.87,-08:23:09.71,0.4538066688792533,0.7396585087737265,2015.5
4697621824327141248,01:41:00.53,-67:53:27.17,46.328756437889055,19.511671871476867,2015.5
2572086107747544576,01:41:50.43,+09:08:21.56,32.14909749082561,-17.17071836623596,2015.5
558818985157765120,01:41:53.30,+73:53:20.89,0.5797490373832821,0.01717760450322387,2015.5
5023684540162962176,01:41:57.60,-27:53:16.43,2.774424371213776,3.190110535501571,2015.5
4712852323818087680,01:42:21.47,-61:35:35.87,2.027499438081596,-3.0205741531470283,2015.5
5135582731875096064,01:42:25.33,-22:15:59.79,34.150925046061914,-94.67472617565718,2015.5
2510205490257050496,01:42:27.07,+00:17:29.78,2.8726475667206417,-7.616670161125542,2015.5
292643407804352512,01:43:04.67,+26:38:33.16,8.751251934386946,-5.542213718724172,2015.5
4688145953944603136,01:43:47.87,-70:17:01.08,14.881328908223344,0.844975651364574,2015.5
5039224723977254400,01:44:27.74,-23:01:53.22,-10.810718162034362,-32.652815320962034,2015.5
343491353823524864,01:45:03.28,+37:56:33.13,4.654729757003156,-7.443343658443266,2015.5
301917749729310720,01:45:38.28,+28:21:41.15,14.724625415253035,-7.072174068096035,2015.5
5135308919120133504,01:46:03.48,-22:48:06.02,,,2015.5
357308297975783296,01:46:44.66,+48:26:49.63,6.78528768988294,-0.46079999467187477,2015.5
91633784390837504,01:47:09.73,+17:15:19.76,2.147909759585342,-6.482959415152525,2015.5
2460138850329601664,01:49:03.13,-12:38:42.10,30.36720738680821,-3.300809755335293,2015.5
342789139554660096,01:50:16.18,+37:56:19.01,-1.03294694090899,0.6720371205432512,2015.5
2459475986552022528,01:50:21.20,-12:44:25.17,-1.6551057928859725,-3.6980612872904812,2015.5
305760371070111872,01:50:51.53,+33:26:21.73,5.710224748419914,-5.190624436061491,2015.5
4699355032608266496,01:51:19.39,-64:30:45.18,212.95901981623945,152.13990388578563,2015.5
350091339875642112,01:51:37.42,+45:39:18.97,-0.6711306875519724,-0.006483333661921577,2015.5
97267230999873408,01:51:50.84,+20:54:56.10,2.896056538448483,-2.545342070997944,2015.5
2576029647934945792,01:51:51.89,+14:00:47.04,21.047146046426246,-8.756027591772066,2015.5
2461091753248939264,01:52:52.08,-10:26:55.33,,,2015.5
558935743846455296,01:53:21.01,+74:46:22.03,0.21174635989056714,0.8032969911568898,2015.5
305911489495287936,01:53:21.49,+34:08:56.21,1.6856828072427699,-3.506763417923153,2015.5
506109084918448768,01:54:40.00,+57:53:52.13,0.5730602435909835,-0.30464032010448555,2015.5
2510980130558839424,01:54:52.96,+01:10:52.99,-16.64897585768164,-8.14474780099385,2015.5
521721432775281536,01:55:10.12,+69:42:40.14,-107.64679026786291,-8.498549438826922,2015.5
356336432776686208,01:55:27.21,+47:47:20.65,,,2015.5
357530360668151296,01:55:39.84,+48:59:55.50,-0.22504417243717734,-3.064102874225375,2015.5
2507796391561705728,01:55:43.47,+00:28:07.36,62.95961146110352,12.922390223277185,2015.5
359302331032532352,01:57:46.15,+51:10:23.88,1.714710016028493,-7.88549294474646,2015.5
4911920901187418112,01:57:55.03,-54:30:36.35,22.082637919164448,23.157530225611232,2015.5
5024364583809693440,01:59:40.81,-28:10:40.40,35.175751496962825,0.6394251804792717,2015.5
346718965911341056,02:00:25.42,+44:10:18.37,-9.7589673671358,-7.428225754973573,2015.5
517924574309083776,02:00:43.38,+63:46:31.37,-2.3038255719583725,3.965264661533572,2015.5
2462596293177188480,02:00:52.25,-09:24:31.69,17.486497895846036,-3.074888793912458,2015.5
505063758597588992,02:01:53.91,+56:44:03.44,-4.106947772191546,-2.257076421902954,2015.5
344970334401056512,02:02:54.92,+40:37:03.79,1.1106115749479866,2.8078549699516904,2015.5
359347956469633792,02:03:37.94,+51:08:06.89,,,2015.5
346478795636689024,02:04:01.10,+43:41:32.48,,,2015.5
352941828064202368,02:05:00.39,+46:05:38.01,17.88157794236585,-1.9602279694590465,2015.5
105746011838379392,02:05:37.56,+26:43:04.21,19.25064019320746,-6.702876016104576,2015.5
358573316166942848,02:06:23.05,+50:44:44.54,,,2015.5
849625139095603072,10:51:35.12,+54:04:35.80,-21.641368928072374,-19.590522364782377,2015.5
94265942212979072,02:06:33.46,+20:57:07.19,4.812542500514444,-29.08335010764081,2015.5
2494386992562185088,02:07:12.72,-01:41:16.25,,,2015.5
332163841438871424,02:08:04.22,+37:32:16.52,6.448723564632402,-2.2253121548361,2015.5
4693189173262371328,02:08:07.57,-70:27:05.83,-2.8097941074373645,2.8849940623958643,2015.5
2461410645980184704,02:08:36.74,-10:40:18.79,66.06424676496135,25.40912575589862,2015.5
325523439744252032,02:08:57.64,+32:40:39.31,,,2015.5
107522105369340800,02:09:29.82,+28:32:28.80,5.2702063457544845,-22.770437427271876,2015.5
100629743715694720,02:09:48.93,+22:09:38.98,,,2015.5
457106501671769472,02:10:08.33,+57:11:20.99,32.36138334927433,7.937620316242308,2015.5
456039872307905920,02:10:39.05,+53:37:51.04,,,2015.5
300540061660343040,02:11:07.99,+30:54:06.96,2.5513886896205085,10.074453747746084,2015.5
80208071871772416,02:11:10.21,+17:16:24.10,5.433364692114935,-3.3864179183390615,2015.5
354969735525823104,02:12:11.77,+47:56:02.86,4.1059332713529955,2.332820724353587,2015.5
353180800044316032,02:12:16.02,+46:11:55.07,4.611746763776312,-7.532202468160195,2015.5
457095811490756864,02:12:29.78,+57:05:19.44,0.5525846125237716,-0.7277246549988742,2015.5
81012605145601664,02:13:07.96,+18:44:15.70,-0.34916348751700144,-0.5477635505477726,2015.5
2507078517842890112,02:13:11.37,+00:21:52.61,0.534572993577936,-1.4201297592087563,2015.5
455380951309048320,02:13:15.48,+53:38:22.85,,,2015.5
353128985559089408,02:13:17.19,+46:06:43.43,3.488912092662788,-4.361509092454537,2015.5
5117799471325639424,02:14:40.67,-26:56:01.78,1.552654290465957,-4.122402327179556,2015.5
355082817720528000,02:14:47.87,+48:18:51.92,3.101048595844167,2.5001617544569132,2015.5
520634771688989952,02:16:05.42,+68:39:03.61,3.2303777204247206,3.527644072044488,2015.5
332974520809191040,02:17:13.91,+40:41:29.57,6.947430673230474,-6.18936808314519,2015.5
5067753236787919232,02:19:28.01,-30:45:45.95,14.290808077132239,-8.561936814237013,2015.5
338897830464807936,02:20:33.46,+40:22:48.69,-1.413778581503389,-7.885845442247092,2015.5
5146608393960138752,02:20:47.27,-14:48:23.57,-3.6922051751840916,-11.500615437828944,2015.5
546910213373341184,02:21:02.79,+73:22:45.04,-8.571211182845797,4.868700531981127,2015.5
5117190960359055360,02:21:37.85,-26:19:51.85,2.2114340783108974,4.044239755755741,2015.5
4701741591315950592,02:21:57.17,-60:55:40.08,4.077970427713648,-4.507085108605926,2015.5
2517357336654841984,02:23:01.67,+06:16:49.50,5.158699712093748,-8.973905402087563,2015.5
2489505809474839680,02:23:19.71,-05:20:02.52,-16.569448325688526,-32.498754471413406,2015.5
327893643216997248,02:24:11.44,+35:59:18.48,,,2015.5
87755532001646336,02:24:22.45,+21:13:27.52,,,2015.5
328547891291847680,02:24:36.44,+37:20:21.40,5.4860980357277604,-2.771718842262392,2015.5
325028217130868480,02:25:00.48,+32:59:55.55,-7.759932370958085,-17.45098899908504,2015.5
328643514443632768,02:25:55.04,+37:34:05.30,-5.637427470680988,0.4849291904311457,2015.5
331765234112463744,02:26:11.06,+38:41:34.54,,,2015.5
23456912347510528,02:26:34.26,+09:38:44.23,1.0223196350402586,-0.9477061394443765,2015.5
74525692700241408,02:27:32.85,+13:06:16.89,-10.167738660864302,-12.22296230243057,2015.5
24275674848400512,02:27:48.95,+10:25:24.93,,,2015.5
337940224558062080,02:29:29.62,+40:02:40.09,41.464370425154,17.51661117856797,2015.5
452342077264813696,02:29:36.71,+52:25:42.57,1.2503065293740707,-1.2116175605377897,2015.5
103226927620025472,02:30:03.80,+26:04:40.37,1.087149516063521,6.714223519719446,2015.5
341384547809990144,02:30:24.26,+45:07:17.56,-0.13260320327455638,-1.2554094431249994,2015.5
4695093944014478080,02:30:51.22,-68:42:05.41,26.45820476645318,1.9591172669354462,2015.5
131623258519553536,02:32:11.61,+30:36:34.38,,,2015.5
4953766320874344704,02:32:38.23,-37:17:54.66,120.62644380762606,17.124492450447796,2015.5
5172199595815512448,02:33:21.39,-10:47:05.01,3.5064767071172565,26.764864278753606,2015.5
2500552912036565120,02:33:22.61,+00:50:59.38,9.845971317317272,-14.01912834393451,2015.5
5070167081421964416,02:33:36.50,-27:10:06.93,,,2015.5
134153475289440896,02:35:03.97,+32:40:37.34,,,2015.5
338476648791904384,02:35:17.97,+41:14:02.26,-5.055475035239352,1.2224751095124513,2015.5
5170455456841377408,02:35:40.41,-13:21:11.23,1.3508070089683157,-0.897274788289341,2015.5
4744804750196738560,02:36:11.44,-52:19:13.90,0.3860151993235703,2.9786626168303036,2015.5
25217715795519872,02:36:38.02,+11:11:56.41,,,2015.5
4945166280224765824,02:37:14.78,-46:48:01.69,-0.4330547492709696,0.06576568250880879,2015.5
5070939380966139776,02:37:40.26,-25:34:00.76,-18.30952455700415,-67.38621958148232,2015.5
25311307427633152,02:38:00.93,+11:41:32.91,1.1389356147466603,1.706687082128373,2015.5
561700809430671616,02:39:29.25,+78:48:38.53,-2.775506757255846,0.9561042969501145,2015.5
464373929923792384,02:41:31.07,+59:36:30.47,-2.3200709340428225,-4.902876016266837,2015.5
141068102055225984,02:42:16.15,+35:40:47.17,,,2015.5
5069444152526439040,02:42:34.79,-28:02:43.86,-7.519710684269436,-6.754204773788555,2015.5
5171137394568701184,02:42:42.94,-11:46:45.46,24.283187044426466,-23.204137289302334,2015.5
454808969042727168,02:42:51.20,+56:41:31.12,1.0507570330100768,-8.406213865486533,2015.5
333939449637095552,02:42:53.40,+38:04:03.23,0.04900366132528511,-4.723441331098968,2015.5
18690877333956992,02:42:53.42,+06:47:45.53,-0.9602934071279796,-1.2510765903623053,2015.5
5065906916245947264,02:43:50.57,-29:12:38.79,16.367236917966537,8.618149514839692,2015.5
5132953176802158976,02:43:54.07,-16:03:14.16,11.761707295696723,-2.476128019155249,2015.5
126928996700556928,02:44:57.80,+27:31:09.14,16.812066413713076,-2.897621991681399,2015.5
337510182368619648,02:45:16.98,+43:04:25.48,,,2015.5
140033495972719872,02:46:02.38,+34:55:08.07,23.018013367939496,-6.198531544945847,2015.5
4721232870163826816,02:46:07.53,-63:35:46.14,15.166122959149208,7.853786890438466,2015.5
140118914282367488,02:47:32.63,+34:58:27.80,1.4639923969200273,-4.048342501619875,2015.5
22272497806324480,02:47:36.23,+10:35:37.47,8.367321959861979,-16.320032227383255,2015.5
438583579025396864,02:49:07.33,+48:51:01.16,6.106946412854798,-11.12961090634807,2015.5
436917372232851968,02:49:17.44,+46:00:31.43,,,2015.5
6353119919810816,02:51:17.73,+05:37:47.04,21.856017347128542,-27.49084858923859,2015.5
453256007645954176,02:51:41.36,+53:33:21.53,6.8191626703714885,-6.3155464467653,2015.5
461425722638481024,02:52:25.67,+58:46:03.11,-0.18820490638975018,-0.9267663338887155,2015.5
4949102295630055552,02:52:48.24,-39:59:11.81,11.809782905800178,-8.004496337753578,2015.5
5064958621826327936,02:52:51.37,-30:37:43.05,,,2015.5
109693846992684544,02:54:43.76,+22:44:02.27,0.5910013598086263,6.315933310765784,2015.5
4752105374261391360,02:55:33.27,-47:50:42.56,-10.263297629537115,-15.380310739202647,2015.5
5078976609103251456,02:55:38.09,-22:47:03.04,43.03508799573609,-7.450417131997142,2015.5
5160968320761289472,02:56:12.87,-10:33:59.38,-0.01671131511909285,-8.636495469799813,2015.5
5160163001508518528,02:56:21.31,-12:18:56.15,,,2015.5
5045421983828190080,02:56:35.23,-38:25:21.20,2.365961244790697,-3.2330331064785574,2015.5
142227326611423744,02:56:39.66,+37:08:23.28,5.055338106657714,-4.96789981134301,2015.5
439411373845302144,02:56:56.67,+49:27:47.13,-2.208439314579653,-3.9362116280014563,2015.5
137080654417119872,02:57:37.75,+33:37:50.46,1.7047124903308912,-3.837812701364321,2015.5
5173140537251106816,02:59:19.47,-09:27:22.49,11.577891222706196,3.9624165703970626,2015.5
433658793429290112,02:59:38.35,+44:57:04.77,4.461808166738977,4.125544077833455,2015.5
111767938238914304,03:01:40.52,+24:15:41.35,3.1485986741611596,0.010158522142393983,2015.5
